year,month,day,day_of_week,flight_number,dest,departure_time,closest_hour_crs_dep,op_unique_carrier
2025,3,27,5,AA5632,HSV,2025-03-27 19:10:00 CDT,19,AA
2025,3,27,5,AA2298,PDX,2025-03-27 19:05:00 CDT,19,AA
2025,3,27,5,AA3567,RAP,2025-03-27 19:05:00 CDT,19,AA
2025,3,27,5,AA1758,MEM,2025-03-27 19:05:00 CDT,19,AA
2025,3,27,5,AA3536,TLH,2025-03-27 19:05:00 CDT,19,AA
2025,3,27,5,AA3037,RIC,2025-03-27 19:05:00 CDT,19,AA
2025,3,27,5,AA2587,ORF,2025-03-27 19:05:00 CDT,19,AA
2025,3,27,5,AA2467,PBI,2025-03-27 19:05:00 CDT,19,AA
2025,3,27,5,AA2251,BWI,2025-03-27 19:05:00 CDT,19,AA
2025,3,27,5,AA1430,SFO,2025-03-27 19:05:00 CDT,19,AA
2025,3,27,5,AA1724,BUF,2025-03-27 19:04:00 CDT,19,AA
2025,3,27,5,AA6267,COS,2025-03-27 19:02:00 CDT,19,AA
2025,3,27,5,AA952,PHL,2025-03-27 19:00:00 CDT,19,AA
2025,3,27,5,AA6429,ASE,2025-03-27 19:00:00 CDT,19,AA
2025,3,27,5,AA4102,TRI,2025-03-27 19:00:00 CDT,19,AA
2025,3,27,5,AA2960,MCO,2025-03-27 19:00:00 CDT,19,AA
2025,3,27,5,AA3748,AUS,2025-03-27 19:00:00 CDT,19,AA
2025,3,27,5,AA2902,GSO,2025-03-27 19:00:00 CDT,19,AA
2025,3,27,5,AA2417,MEX,2025-03-27 19:00:00 CDT,19,AA
2025,3,27,5,AA2373,SAV,2025-03-27 19:00:00 CDT,19,AA
2025,3,27,5,AA1422,CHS,2025-03-27 19:00:00 CDT,19,AA
2025,3,27,5,AA2520,YYC,2025-03-27 18:59:00 CDT,19,AA
2025,3,27,5,AA2072,ATL,2025-03-27 18:59:00 CDT,19,AA
2025,3,27,5,AA795,XNA,2025-03-27 18:59:00 CDT,19,AA
2025,3,27,5,AA1425,BDL,2025-03-27 18:58:00 CDT,19,AA
2025,3,27,5,AA3705,ABI,2025-03-27 18:57:00 CDT,19,AA
2025,3,27,5,AA2257,OKC,2025-03-27 18:57:00 CDT,19,AA
2025,3,27,5,FX379,SAT,2025-03-27 18:56:00 CDT,19,FX
2025,3,27,5,AA1434,YVR,2025-03-27 18:56:00 CDT,19,AA
2025,3,27,5,DL303,BOS,2025-03-27 18:55:00 CDT,19,DL
2025,3,27,5,AA1366,BOS,2025-03-27 18:55:00 CDT,19,AA
2025,3,27,5,AA467,SJO,2025-03-27 18:54:00 CDT,19,AA
2025,3,27,5,AA2009,SEA,2025-03-27 18:51:00 CDT,19,AA
2025,3,27,5,AA6305,SBN,2025-03-27 18:50:00 CDT,19,AA
2025,3,27,5,AA1207,TUS,2025-03-27 18:50:00 CDT,19,AA
2025,3,27,5,AA884,LAS,2025-03-27 18:50:00 CDT,19,AA
2025,3,27,5,AA806,SNA,2025-03-27 18:50:00 CDT,19,AA
2025,3,27,5,AA695,MIA,2025-03-27 18:50:00 CDT,19,AA
2025,3,27,5,F91961,LAS,2025-03-27 18:49:00 CDT,19,F9
2025,3,27,5,AA3510,LBB,2025-03-27 18:49:00 CDT,19,AA
2025,3,27,5,AA566,ORD,2025-03-27 18:49:00 CDT,19,AA
2025,3,27,5,AA4275,SDF,2025-03-27 18:48:00 CDT,19,AA
2025,3,27,5,AA3596,MAF,2025-03-27 18:47:00 CDT,19,AA
2025,3,27,5,AA1086,ECP,2025-03-27 18:47:00 CDT,19,AA
2025,3,27,5,AA803,CVG,2025-03-27 18:47:00 CDT,19,AA
2025,3,27,5,AA1451,ALB,2025-03-27 18:45:00 CDT,19,AA
2025,3,27,5,AA3887,CMI,2025-03-27 18:43:00 CDT,19,AA
2025,3,27,5,AA3238,SLC,2025-03-27 18:41:00 CDT,19,AA
2025,3,27,5,QR730,DOH,2025-03-27 18:40:00 CDT,19,QR
2025,3,27,5,AA3867,TUL,2025-03-27 18:40:00 CDT,19,AA
2025,3,27,5,AA1657,LAX,2025-03-27 18:40:00 CDT,19,AA
2025,3,27,5,AA3042,RSW,2025-03-27 13:35:00 CDT,14,AA
2025,3,27,5,AA3855,STL,2025-03-27 13:33:00 CDT,14,AA
2025,3,27,5,AA2224,MSY,2025-03-27 13:32:00 CDT,14,AA
2025,3,27,5,5X5980,BFI,2025-03-27 13:30:00 CDT,14,5X
2025,3,27,5,F93211,LAX,2025-03-27 13:30:00 CDT,14,F9
2025,3,27,5,AA2405,SEA,2025-03-27 13:30:00 CDT,14,AA
2025,3,27,5,DL675,DTW,2025-03-27 13:29:00 CDT,13,DL
2025,3,27,5,AA3506,EVV,2025-03-27 13:25:00 CDT,13,AA
2025,3,27,5,AA3265,BDL,2025-03-27 13:21:00 CDT,13,AA
2025,3,27,5,AA3999,GCK,2025-03-27 13:18:00 CDT,13,AA
2025,3,27,5,AA1939,SAN,2025-03-27 13:18:00 CDT,13,AA
2025,3,27,5,AA1055,GSO,2025-03-27 13:18:00 CDT,13,AA
2025,3,27,5,F93196,IAH,2025-03-27 13:17:00 CDT,13,F9
2025,3,27,5,AA6340,OKC,2025-03-27 13:17:00 CDT,13,AA
2025,3,27,5,AA1676,LAX,2025-03-27 13:10:00 CDT,13,AA
2025,3,27,5,AA3131,DTW,2025-03-27 13:09:00 CDT,13,AA
2025,3,27,5,AA1883,JAC,2025-03-27 13:07:00 CDT,13,AA
2025,3,27,5,AA3645,PIA,2025-03-27 13:05:00 CDT,13,AA
2025,3,27,5,AA3031,CVG,2025-03-27 13:05:00 CDT,13,AA
2025,3,27,5,AA1100,BNA,2025-03-27 13:05:00 CDT,13,AA
2025,3,27,5,AA2328,PNS,2025-03-27 13:04:00 CDT,13,AA
2025,3,27,5,AA1739,ECP,2025-03-27 13:04:00 CDT,13,AA
2025,3,27,5,AA2177,SFO,2025-03-27 13:01:00 CDT,13,AA
2025,3,27,5,BR693,ANC,2025-03-27 13:00:00 CDT,13,BR
2025,3,27,5,AA3644,MLI,2025-03-27 12:59:00 CDT,13,AA
2025,3,27,5,AA6469,TXK,2025-03-27 12:56:00 CDT,13,AA
2025,3,27,5,AA687,JAX,2025-03-27 12:56:00 CDT,13,AA
2025,3,27,5,DL1555,LGA,2025-03-27 12:55:00 CDT,13,DL
2025,3,27,5,AA1288,PVR,2025-03-27 12:55:00 CDT,13,AA
2025,3,27,5,AA1814,EYW,2025-03-27 12:54:00 CDT,13,AA
2025,3,27,5,AA4153,MTJ,2025-03-27 12:53:00 CDT,13,AA
2025,3,27,5,AA777,LAS,2025-03-27 12:53:00 CDT,13,AA
2025,3,27,5,AA1070,TPA,2025-03-27 12:51:00 CDT,13,AA
2025,3,27,5,AA4122,ILM,2025-03-27 12:50:00 CDT,13,AA
2025,3,27,5,AA1178,ORD,2025-03-27 12:50:00 CDT,13,AA
2025,3,27,5,AA3620,BMI,2025-03-27 12:48:00 CDT,13,AA
2025,3,27,5,AA6284,SPS,2025-03-27 12:46:00 CDT,13,AA
2025,3,27,5,AA3383,MFE,2025-03-27 12:43:00 CDT,13,AA
2025,3,27,5,AA1806,LGA,2025-03-27 12:43:00 CDT,13,AA
2025,3,27,5,DL2798,SLC,2025-03-27 12:40:00 CDT,13,DL
2025,3,27,5,AA4953,SWO,2025-03-27 12:40:00 CDT,13,AA
2025,3,27,5,AA3924,CMI,2025-03-27 12:40:00 CDT,13,AA
2025,3,27,5,AA2501,VPS,2025-03-27 12:40:00 CDT,13,AA
2025,3,27,5,AA2635,ONT,2025-03-27 12:39:00 CDT,13,AA
2025,3,27,5,AA2731,CLE,2025-03-27 12:38:00 CDT,13,AA
2025,3,27,5,AA2399,FLL,2025-03-27 12:38:00 CDT,13,AA
2025,3,27,5,AA2214,PSP,2025-03-27 12:38:00 CDT,13,AA
2025,3,27,5,AA5259,BTR,2025-03-27 12:37:00 CDT,13,AA
2025,3,27,5,AA5003,BRO,2025-03-27 12:35:00 CDT,13,AA
2025,3,27,5,AA4956,GRI,2025-03-27 12:35:00 CDT,13,AA
2025,3,27,5,AA420,DEN,2025-03-27 12:35:00 CDT,13,AA
2025,3,27,5,AA2465,SNA,2025-03-27 12:34:00 CDT,13,AA
2025,3,27,5,AA1993,MYR,2025-03-27 12:34:00 CDT,13,AA
2025,3,27,5,AA1236,ATL,2025-03-27 12:34:00 CDT,13,AA
2025,3,27,5,AA2807,BZN,2025-03-27 12:33:00 CDT,13,AA
2025,3,27,5,AA4920,ASE,2025-03-27 12:31:00 CDT,13,AA
2025,3,27,5,AA6448,SBN,2025-03-27 12:30:00 CDT,13,AA
2025,3,27,5,AA4999,BPT,2025-03-27 12:30:00 CDT,13,AA
2025,3,27,5,AA2443,DCA,2025-03-27 12:30:00 CDT,13,AA
2025,3,27,5,AA1863,IAD,2025-03-27 12:30:00 CDT,13,AA
2025,3,27,5,AA1662,PHL,2025-03-27 12:30:00 CDT,13,AA
2025,3,27,5,AA1401,BOS,2025-03-27 12:30:00 CDT,13,AA
2025,3,27,5,AA1385,SJD,2025-03-27 12:30:00 CDT,13,AA
2025,3,27,5,AA757,MIA,2025-03-27 12:30:00 CDT,13,AA
2025,3,27,5,AA6444,GGG,2025-03-27 12:29:00 CDT,12,AA
2025,3,27,5,AA2350,MEX,2025-03-27 12:29:00 CDT,12,AA
2025,3,27,5,NK756,DTW,2025-03-27 12:27:00 CDT,12,NK
2025,3,27,5,AA3885,AVL,2025-03-27 12:27:00 CDT,12,AA
2025,3,27,5,AA2679,SRQ,2025-03-27 12:26:00 CDT,12,AA
2025,3,27,5,AA2341,QRO,2025-03-27 12:26:00 CDT,12,AA
2025,3,27,5,AA2205,SAT,2025-03-27 12:26:00 CDT,12,AA
2025,3,27,5,AA606,JFK,2025-03-27 12:26:00 CDT,12,AA
2025,3,27,5,KE32,ICN,2025-03-27 12:25:00 CDT,12,KE
2025,3,27,5,AA2451,BZE,2025-03-27 12:25:00 CDT,12,AA
2025,3,27,5,AA2200,MID,2025-03-27 12:25:00 CDT,12,AA
2025,3,27,5,AA1706,LAX,2025-03-27 12:25:00 CDT,12,AA
2025,3,27,5,AA163,TQO,2025-03-27 12:25:00 CDT,12,AA
2025,3,27,5,AA4271,ABI,2025-03-27 12:24:00 CDT,12,AA
2025,3,27,5,AA3789,XNA,2025-03-27 12:24:00 CDT,12,AA
2025,3,27,5,AA3787,TRI,2025-03-27 12:24:00 CDT,12,AA
2025,3,27,5,AA3390,IAH,2025-03-27 12:23:00 CDT,12,AA
2025,3,27,5,AA3691,AGS,2025-03-27 12:22:00 CDT,12,AA
2025,3,27,5,AA3825,LRD,2025-03-27 12:21:00 CDT,12,AA
2025,3,27,5,AA2207,CUN,2025-03-27 12:21:00 CDT,12,AA
2025,3,27,5,AA3708,TRC,2025-03-27 12:20:00 CDT,12,AA
2025,3,27,5,AA4154,MTY,2025-03-27 12:19:00 CDT,12,AA
2025,3,27,5,AA1805,GSP,2025-03-27 12:19:00 CDT,12,AA
2025,3,27,5,UA2142,IAH,2025-03-27 12:19:00 CDT,12,UA
2025,3,27,5,AA5197,GNV,2025-03-27 12:19:00 CDT,12,AA
2025,3,27,5,AA4188,AUS,2025-03-27 12:19:00 CDT,12,AA
2025,3,27,5,AA4126,CAE,2025-03-27 12:19:00 CDT,12,AA
2025,3,27,5,AA3494,SGF,2025-03-27 12:19:00 CDT,12,AA
2025,3,27,5,AA2926,TUS,2025-03-27 12:19:00 CDT,12,AA
2025,3,27,5,AA2824,EGE,2025-03-27 12:19:00 CDT,12,AA
2025,3,27,5,AA2354,RNO,2025-03-27 12:19:00 CDT,12,AA
2025,3,27,5,AA2108,PHX,2025-03-27 12:19:00 CDT,12,AA
2025,3,27,5,AA1696,CLT,2025-03-27 12:19:00 CDT,12,AA
2025,3,27,5,AA1571,TYS,2025-03-27 12:19:00 CDT,12,AA
2025,3,27,5,AA1111,YYZ,2025-03-27 12:19:00 CDT,12,AA
2025,3,27,5,AA2713,MCO,2025-03-27 12:17:00 CDT,12,AA
2025,3,27,5,UA358,IAD,2025-03-27 12:16:00 CDT,12,UA
2025,3,27,5,EK222,DXB,2025-03-27 12:15:00 CDT,12,EK
2025,3,27,5,DL418,JFK,2025-03-27 12:15:00 CDT,12,DL
2025,3,27,5,AA1492,CMH,2025-03-27 12:09:00 CDT,12,AA
2025,3,27,5,AA6321,PVU,2025-03-27 12:06:00 CDT,12,AA
2025,3,27,5,AA61,NRT,2025-03-27 12:05:00 CDT,12,AA
2025,3,27,5,AA2834,SJC,2025-03-27 11:56:00 CDT,12,AA
2025,3,27,5,AA3103,LGA,2025-03-27 11:50:00 CDT,12,AA
2025,3,27,5,AA2448,SMF,2025-03-27 11:50:00 CDT,12,AA
2025,3,27,5,AA1520,CHS,2025-03-27 11:50:00 CDT,12,AA
2025,3,27,5,AA2740,SAV,2025-03-27 11:47:00 CDT,12,AA
2025,3,27,5,Y41801,GDL,2025-03-27 11:47:00 CDT,12,Y4
2025,3,27,5,AA2798,SFO,2025-03-27 11:46:00 CDT,12,AA
2025,3,27,5,UA2049,DEN,2025-03-27 11:45:00 CDT,12,UA
2025,3,27,5,JL11,HND,2025-03-27 11:45:00 CDT,12,JL
2025,3,27,5,AA1955,SAN,2025-03-27 11:44:00 CDT,12,AA
2025,3,27,5,AA1794,EWR,2025-03-27 11:44:00 CDT,12,AA
2025,3,27,5,AA2988,ORD,2025-03-27 11:43:00 CDT,12,AA
2025,3,27,5,AA3281,MSY,2025-03-27 11:40:00 CDT,12,AA
2025,3,27,5,AA2651,SJD,2025-03-27 11:38:00 CDT,12,AA
2025,3,27,5,NK761,SJC,2025-03-27 11:36:00 CDT,12,NK
2025,3,27,5,AC8812,YUL,2025-03-27 11:35:00 CDT,12,AC
2025,3,27,5,AA3423,BIS,2025-03-27 11:33:00 CDT,12,AA
2025,3,27,5,DL2746,DTW,2025-03-27 11:32:00 CDT,12,DL
2025,3,27,5,AA1547,CUN,2025-03-27 11:32:00 CDT,12,AA
2025,3,27,5,AA4095,BIL,2025-03-27 11:30:00 CDT,12,AA
2025,3,27,5,AA123,HNL,2025-03-27 11:30:00 CDT,12,AA
2025,3,27,5,AA127,PVG,2025-03-27 11:30:00 CDT,12,AA
2025,3,27,5,AA6465,FLG,2025-03-27 11:28:00 CDT,11,AA
2025,3,27,5,AA1231,ABQ,2025-03-27 11:28:00 CDT,11,AA
2025,3,27,5,AA6454,LFT,2025-03-27 11:25:00 CDT,11,AA
2025,3,27,5,AA873,RSW,2025-03-27 11:25:00 CDT,11,AA
2025,3,27,5,AA2664,PIT,2025-03-27 11:24:00 CDT,11,AA
2025,3,27,5,AA2845,SLC,2025-03-27 11:22:00 CDT,11,AA
2025,3,27,5,AA2954,MSP,2025-03-27 11:21:00 CDT,11,AA
2025,3,27,5,AA2693,RDU,2025-03-27 11:21:00 CDT,11,AA
2025,3,27,5,DL961,ATL,2025-03-27 11:20:00 CDT,11,DL
2025,3,27,5,AA3771,BHM,2025-03-27 11:19:00 CDT,11,AA
2025,3,27,5,AA3655,ZIH,2025-03-27 11:19:00 CDT,11,AA
2025,3,27,5,F91758,CVG,2025-03-27 11:18:00 CDT,11,F9
2025,3,27,5,AA2851,HDN,2025-03-27 11:16:00 CDT,11,AA
2025,3,27,5,KG5411,CVN,2025-03-27 11:15:00 CDT,11,KG
2025,3,27,5,AA6495,ROW,2025-03-27 11:15:00 CDT,11,AA
2025,3,27,5,AA6253,SAF,2025-03-27 11:15:00 CDT,11,OO
2025,3,27,5,AA2496,PDX,2025-03-27 11:13:00 CDT,11,AA
2025,3,27,5,AA3767,AGU,2025-03-27 11:12:00 CDT,11,AA
2025,3,27,5,AA5391,HSV,2025-03-27 11:11:00 CDT,11,AA
2025,3,27,5,AA3866,GRK,2025-03-27 11:10:00 CDT,11,AA
2025,3,27,5,AA1844,PBI,2025-03-27 11:06:00 CDT,11,AA
2025,3,27,5,AA119,OGG,2025-03-27 11:05:00 CDT,11,AA
2025,3,27,5,AA1754,EGE,2025-03-27 11:03:00 CDT,11,AA
2025,3,27,5,AA1440,SLP,2025-03-27 11:02:00 CDT,11,AA
2025,3,27,5,AA4128,CID,2025-03-27 11:00:00 CDT,11,AA
2025,3,27,5,AA3122,MCO,2025-03-27 11:00:00 CDT,11,AA
2025,3,27,5,AA3036,LAS,2025-03-27 11:00:00 CDT,11,AA
2025,3,27,5,DL2972,MSP,2025-03-27 10:59:00 CDT,11,DL
2025,3,27,5,UA1376,EWR,2025-03-27 10:57:00 CDT,11,UA
2025,3,27,5,AA5008,COS,2025-03-27 10:55:00 CDT,11,AA
2025,3,27,5,AA4149,MCI,2025-03-27 10:55:00 CDT,11,AA
2025,3,27,5,AA336,PHX,2025-03-27 10:55:00 CDT,11,AA
2025,3,27,5,B61214,BOS,2025-03-27 10:54:00 CDT,11,B6
2025,3,27,5,UA1634,ORD,2025-03-27 10:51:00 CDT,11,UA
2025,3,27,5,AA4984,ASE,2025-03-27 10:42:00 CDT,11,AA
2025,3,27,5,AA6282,SHV,2025-03-27 10:40:00 CDT,11,AA
2025,3,27,5,AA1505,IND,2025-03-27 10:40:00 CDT,11,AA
2025,3,27,5,AA355,GCM,2025-03-27 10:40:00 CDT,11,AA
2025,3,27,5,AA1365,BNA,2025-03-27 10:39:00 CDT,11,AA
2025,3,27,5,AA1005,NAS,2025-03-27 10:38:00 CDT,11,AA
2025,3,27,5,AA3177,DTW,2025-03-27 10:35:00 CDT,11,AA
2025,3,27,5,AA3169,TPA,2025-03-27 10:35:00 CDT,11,AA
2025,3,27,5,AA281,ICN,2025-03-27 10:35:00 CDT,11,AA
2025,3,27,5,AA4138,FSD,2025-03-27 10:32:00 CDT,11,AA
2025,3,27,5,AA2754,ORD,2025-03-27 10:32:00 CDT,11,AA
2025,3,27,5,AA1608,LGA,2025-03-27 10:32:00 CDT,11,AA
2025,3,27,5,NK487,ORD,2025-03-27 10:31:00 CDT,11,NK
2025,3,27,5,AA2852,MBJ,2025-03-27 10:30:00 CDT,11,AA
2025,3,27,5,AA2543,LAX,2025-03-27 10:30:00 CDT,11,AA
2025,3,27,5,AA1671,PHL,2025-03-27 10:30:00 CDT,11,AA
2025,3,27,5,AA1215,PVR,2025-03-27 10:30:00 CDT,11,AA
2025,3,27,5,AA3820,AMA,2025-03-27 10:29:00 CDT,10,AA
2025,3,27,5,AA3638,MAF,2025-03-27 10:29:00 CDT,10,AA
2025,3,27,5,AA2348,RIC,2025-03-27 10:29:00 CDT,10,AA
2025,3,27,5,AA2282,ORF,2025-03-27 10:28:00 CDT,10,AA
2025,3,27,5,AA1992,SEA,2025-03-27 10:28:00 CDT,10,AA
2025,3,27,5,AA1957,SAT,2025-03-27 10:28:00 CDT,10,AA
2025,3,27,5,NK418,DTW,2025-03-27 10:27:00 CDT,10,NK
2025,3,27,5,AA3934,OKC,2025-03-27 10:27:00 CDT,10,AA
2025,3,27,5,AA2874,CUN,2025-03-27 10:27:00 CDT,10,AA
2025,3,27,5,LF3552,TBN,2025-03-27 10:25:00 CDT,10,LF
2025,3,27,5,AA4132,DSM,2025-03-27 10:25:00 CDT,10,AA
2025,3,27,5,AA2359,DEN,2025-03-27 10:25:00 CDT,10,AA
2025,3,27,5,AA4226,LEX,2025-03-27 10:24:00 CDT,10,AA
2025,3,27,5,AA3714,TUL,2025-03-27 10:24:00 CDT,10,AA
2025,3,27,5,AA5066,MGM,2025-03-27 10:22:00 CDT,10,AA
2025,3,27,5,AA3649,RAP,2025-03-27 10:22:00 CDT,10,AA
2025,3,27,5,AA3102,BOS,2025-03-27 10:22:00 CDT,10,AA
2025,3,27,5,AA2385,ELP,2025-03-27 10:22:00 CDT,10,AA
2025,3,27,5,AA2314,BWI,2025-03-27 10:21:00 CDT,10,AA
2025,3,27,5,AA3642,LIT,2025-03-27 10:20:00 CDT,10,AA
2025,3,27,5,AA3437,CRP,2025-03-27 10:20:00 CDT,10,AA
2025,3,27,5,AA2237,MSY,2025-03-27 18:39:00 CDT,19,AA
2025,3,27,5,AA4195,CHA,2025-03-27 18:38:00 CDT,19,AA
2025,3,27,5,AA3440,ICT,2025-03-27 18:38:00 CDT,19,AA
2025,3,27,5,AA2828,PHX,2025-03-27 18:38:00 CDT,19,AA
2025,3,27,5,AA571,GRR,2025-03-27 18:38:00 CDT,19,AA
2025,3,27,5,SQ7951,BRU,2025-03-27 18:35:00 CDT,19,SQ
2025,3,27,5,AA5477,DAY,2025-03-27 18:35:00 CDT,19,AA
2025,3,27,5,AA3713,HOU,2025-03-27 18:35:00 CDT,19,AA
2025,3,27,5,AA2804,YYZ,2025-03-27 18:35:00 CDT,19,AA
2025,3,27,5,AA2235,DEN,2025-03-27 18:35:00 CDT,19,AA
2025,3,27,5,AA1605,RDU,2025-03-27 18:35:00 CDT,19,AA
2025,3,27,5,AA5647,LIT,2025-03-27 18:32:00 CDT,19,AA
2025,3,27,5,AA3403,IAH,2025-03-27 18:32:00 CDT,19,AA
2025,3,27,5,NK816,SJU,2025-03-27 18:30:00 CDT,19,NK
2025,3,27,5,DL1392,MSP,2025-03-27 18:30:00 CDT,19,DL
2025,3,27,5,AA3540,AMA,2025-03-27 18:30:00 CDT,19,AA
2025,3,27,5,AA2698,ABQ,2025-03-27 18:30:00 CDT,19,AA
2025,3,27,5,AA2401,TPA,2025-03-27 18:30:00 CDT,19,AA
2025,3,27,5,AA2368,SAT,2025-03-27 18:30:00 CDT,19,AA
2025,3,27,5,AA1681,CLT,2025-03-27 18:30:00 CDT,19,AA
2025,3,27,5,AA841,ELP,2025-03-27 18:30:00 CDT,19,AA
2025,3,27,5,AA421,SYR,2025-03-27 18:30:00 CDT,19,AA
2025,3,27,5,AA403,PIT,2025-03-27 18:30:00 CDT,19,AA
2025,3,27,5,AA413,IAD,2025-03-27 18:30:00 CDT,19,AA
2025,3,27,5,F92494,ATL,2025-03-27 18:24:00 CDT,18,F9
2025,3,27,5,AA36,MAD,2025-03-27 18:20:00 CDT,18,AA
2025,3,27,5,AA2379,MCO,2025-03-27 18:15:00 CDT,18,AA
2025,3,27,5,AA3026,OAX,2025-03-27 18:09:00 CDT,18,AA
2025,3,27,5,DL2194,SLC,2025-03-27 18:05:00 CDT,18,DL
2025,3,27,5,AA80,LHR,2025-03-27 18:05:00 CDT,18,AA
2025,3,27,5,AA2508,DTW,2025-03-27 18:02:00 CDT,18,AA
2025,3,27,5,AA3997,XNA,2025-03-27 18:00:00 CDT,18,AA
2025,3,27,5,AA3382,AUS,2025-03-27 18:00:00 CDT,18,AA
2025,3,27,5,AA2206,MIA,2025-03-27 18:00:00 CDT,18,AA
2025,3,27,5,AA1076,BNA,2025-03-27 18:00:00 CDT,18,AA
2025,3,27,5,AA48,CDG,2025-03-27 18:00:00 CDT,18,AA
2025,3,27,5,5X5878,ABQ,2025-03-27 17:55:00 CDT,18,5X
2025,3,27,5,VB685,MTY,2025-03-27 17:55:00 CDT,18,VB
2025,3,27,5,AY20,HEL,2025-03-27 17:55:00 CDT,18,AY
2025,3,27,5,AA1011,LGA,2025-03-27 17:54:00 CDT,18,AA
2025,3,27,5,AA1011,LGA,2025-03-27 17:54:00 CDT,18,AA
2025,3,27,5,AA4979,PVU,2025-03-27 17:53:00 CDT,18,AA
2025,3,27,5,AS317,SEA,2025-03-27 17:51:00 CDT,18,AS
2025,3,27,5,AA2922,RNO,2025-03-27 17:50:00 CDT,18,AA
2025,3,27,5,AA2491,STL,2025-03-27 17:50:00 CDT,18,AA
2025,3,27,5,AA2153,MEM,2025-03-27 17:50:00 CDT,18,AA
2025,3,27,5,AA2079,PHX,2025-03-27 17:50:00 CDT,18,AA
2025,3,27,5,AA4942,JAN,2025-03-27 17:49:00 CDT,18,AA
2025,3,27,5,AA5014,HRL,2025-03-27 17:48:00 CDT,18,AA
2025,3,27,5,AA3006,ONT,2025-03-27 17:47:00 CDT,18,AA
2025,3,27,5,AA6271,MFE,2025-03-27 17:46:00 CDT,18,AA
2025,3,27,5,AA9871,STL,2025-03-27 17:45:00 CDT,18,AA
2025,3,27,5,AA5339,BTR,2025-03-27 17:45:00 CDT,18,AA
2025,3,27,5,AA3895,OKC,2025-03-27 17:45:00 CDT,18,AA
2025,3,27,5,DL32,ATL,2025-03-27 17:42:00 CDT,18,DL
2025,3,27,5,AA591,EGE,2025-03-27 17:41:00 CDT,18,AA
2025,3,27,5,UA5574,IAH,2025-03-27 17:38:00 CDT,18,UA
2025,3,27,5,AA3995,CMH,2025-03-27 17:38:00 CDT,18,AA
2025,3,27,5,AA2104,MSP,2025-03-27 17:37:00 CDT,18,AA
2025,3,27,5,AA3548,GPT,2025-03-27 17:35:00 CDT,18,AA
2025,3,27,5,UA1436,ORD,2025-03-27 17:35:00 CDT,18,UA
2025,3,27,5,AA3728,SGF,2025-03-27 17:35:00 CDT,18,AA
2025,3,27,5,AA2853,LAX,2025-03-27 17:35:00 CDT,18,AA
2025,3,27,5,LF3502,GLH,2025-03-27 17:30:00 CDT,18,LF
2025,3,27,5,DL1569,LGA,2025-03-27 17:30:00 CDT,18,DL
2025,3,27,5,CI5253,ANC,2025-03-27 17:30:00 CDT,18,CI
2025,3,27,5,AA1880,LAS,2025-03-27 17:30:00 CDT,18,AA
2025,3,27,5,AA1252,SMF,2025-03-27 17:30:00 CDT,18,AA
2025,3,27,5,UA1240,IAD,2025-03-27 17:29:00 CDT,17,UA
2025,3,27,5,AA1769,ELP,2025-03-27 17:29:00 CDT,17,AA
2025,3,27,5,F93330,RDU,2025-03-27 17:28:00 CDT,17,F9
2025,3,27,5,AA2270,OMA,2025-03-27 17:26:00 CDT,17,AA
2025,3,27,5,UA1856,EWR,2025-03-27 17:25:00 CDT,17,UA
2025,3,27,5,AC1032,YYZ,2025-03-27 17:25:00 CDT,17,AC
2025,3,27,5,AA6347,BRO,2025-03-27 17:25:00 CDT,17,AA
2025,3,27,5,AA1137,BOG,2025-03-27 17:25:00 CDT,17,AA
2025,3,27,5,AA558,SLC,2025-03-27 17:21:00 CDT,17,AA
2025,3,27,5,LH439,FRA,2025-03-27 17:20:00 CDT,17,LH
2025,3,27,5,AA1164,MCI,2025-03-27 17:20:00 CDT,17,AA
2025,3,27,5,AA844,TPA,2025-03-27 17:18:00 CDT,17,AA
2025,3,27,5,NK1999,LAS,2025-03-27 17:16:00 CDT,17,NK
2025,3,27,5,AA678,FLL,2025-03-27 17:16:00 CDT,17,AA
2025,3,27,5,5X5772,IAH,2025-03-27 17:15:00 CDT,17,5X
2025,3,27,5,AA3108,IND,2025-03-27 17:15:00 CDT,17,AA
2025,3,27,5,AA679,JAX,2025-03-27 17:14:00 CDT,17,AA
2025,3,27,5,AA2979,MIA,2025-03-27 17:10:00 CDT,17,AA
2025,3,27,5,AA50,LHR,2025-03-27 17:10:00 CDT,17,AA
2025,3,27,5,AA472,DCA,2025-03-27 17:09:00 CDT,17,AA
2025,3,27,5,AA1824,BHM,2025-03-27 17:07:00 CDT,17,AA
2025,3,27,5,AA2810,SFO,2025-03-27 17:07:00 CDT,17,AA
2025,3,27,5,AA2291,BOS,2025-03-27 17:04:00 CDT,17,AA
2025,3,27,5,AA2650,CUN,2025-03-27 17:03:00 CDT,17,AA
2025,3,27,5,AA1212,CLT,2025-03-27 17:03:00 CDT,17,AA
2025,3,27,5,AA2753,ORD,2025-03-27 17:02:00 CDT,17,AA
2025,3,27,5,AA578,JFK,2025-03-27 17:01:00 CDT,17,AA
2025,3,27,5,LF3008,TUP,2025-03-27 17:00:00 CDT,17,LF
2025,3,27,5,DL1441,DTW,2025-03-27 17:00:00 CDT,17,DL
2025,3,27,5,AA1890,SAN,2025-03-27 17:00:00 CDT,17,AA
2025,3,27,5,AA499,SAT,2025-03-27 17:00:00 CDT,17,AA
