date,flight_number,destination,scheduled_departure,actual_departure,delayed
2025-03-27,AA3823,LRD,2025-03-26 16:35:00 CDT,2025-03-26 16:55:51 CDT,True
2025-03-27,AA2716,TUL,2025-03-26 16:35:00 CDT,2025-03-26 16:59:34 CDT,True
2025-03-27,AA2434,OKC,2025-03-26 16:35:00 CDT,2025-03-26 16:53:39 CDT,True
2025-03-27,AA2157,IAH,2025-03-26 16:35:00 CDT,2025-03-26 16:44:01 CDT,False
2025-03-27,AA1322,DEN,2025-03-26 16:35:00 CDT,2025-03-26 17:01:19 CDT,True
2025-03-27,AA1316,PHX,2025-03-26 16:35:00 CDT,2025-03-26 16:56:27 CDT,True
2025-03-27,AA1171,MSY,2025-03-26 16:35:00 CDT,2025-03-26 16:48:22 CDT,False
2025-03-27,F91405,ONT,2025-03-26 16:31:00 CDT,2025-03-26 17:02:31 CDT,True
2025-03-27,VJA541,TEB,2025-03-26 16:30:00 CDT,2025-03-26 15:50:06 CDT,False
2025-03-27,5X5334,MIA,2025-03-26 16:30:00 CDT,2025-03-26 16:40:39 CDT,False
2025-03-27,AA5472,SHV,2025-03-26 16:30:00 CDT,2025-03-26 16:51:45 CDT,True
2025-03-27,AA2403,ATL,2025-03-26 16:24:00 CDT,2025-03-26 16:38:19 CDT,False
2025-03-27,5X5606,ORD,2025-03-26 16:20:00 CDT,2025-03-26 16:00:44 CDT,False
2025-03-27,AA2660,RDU,2025-03-26 16:20:00 CDT,2025-03-26 16:43:13 CDT,True
2025-03-27,AA2374,SAT,2025-03-26 16:20:00 CDT,2025-03-26 16:32:56 CDT,False
2025-03-27,5X2906,PHX,2025-03-26 16:19:00 CDT,2025-03-26 16:18:34 CDT,False
2025-03-27,UA1415,ORD,2025-03-26 16:17:00 CDT,2025-03-26 16:36:48 CDT,True
2025-03-27,AA6325,ROW,2025-03-26 16:15:00 CDT,2025-03-26 16:43:50 CDT,True
2025-03-27,AA6225,GRK,2025-03-26 16:14:00 CDT,2025-03-26 17:04:17 CDT,True
2025-03-27,AA2878,AUS,2025-03-26 16:13:00 CDT,2025-03-26 16:30:41 CDT,True
2025-03-27,DL644,SEA,2025-03-26 16:12:00 CDT,2025-03-26 16:32:04 CDT,True
2025-03-27,AA20,LHR,2025-03-26 16:10:00 CDT,2025-03-26 16:34:19 CDT,True
2025-03-27,9X411,HOT,2025-03-26 16:05:00 CDT,2025-03-26 16:28:07 CDT,True
2025-03-27,AA3733,FSM,2025-03-26 16:05:00 CDT,2025-03-26 16:28:13 CDT,True
2025-03-27,AA3393,GSP,2025-03-26 16:05:00 CDT,2025-03-26 16:31:53 CDT,True
2025-03-27,AA3363,MFE,2025-03-26 16:05:00 CDT,2025-03-26 16:21:03 CDT,True
2025-03-27,5X2918,ONT,2025-03-26 16:00:00 CDT,2025-03-26 16:08:06 CDT,False
2025-03-27,9X427,ELD,2025-03-26 16:00:00 CDT,2025-03-26 16:21:30 CDT,True
2025-03-27,TK292,IST,2025-03-26 16:00:00 CDT,2025-03-26 16:36:27 CDT,True
2025-03-27,DL948,LAX,2025-03-26 16:00:00 CDT,2025-03-26 16:03:33 CDT,False
2025-03-27,AA3975,GRR,2025-03-26 16:00:00 CDT,2025-03-26 16:16:41 CDT,True
2025-03-27,AA1809,DCA,2025-03-26 16:00:00 CDT,2025-03-26 16:20:30 CDT,True
2025-03-27,AM1689,MEX,2025-03-26 15:58:00 CDT,2025-03-26 16:17:46 CDT,True
2025-03-27,AA5517,DAY,2025-03-26 15:57:00 CDT,2025-03-26 17:07:14 CDT,True
2025-03-27,AA4973,BRO,2025-03-26 15:57:00 CDT,2025-03-26 17:19:12 CDT,True
2025-03-27,9X409,HRO,2025-03-26 15:55:00 CDT,2025-03-26 16:39:17 CDT,True
2025-03-27,AA3403,IAH,2025-03-26 15:55:00 CDT,2025-03-26 16:49:26 CDT,True
2025-03-27,AA2800,IND,2025-03-26 15:53:00 CDT,2025-03-26 16:22:18 CDT,True
2025-03-27,NK763,DTW,2025-03-26 15:50:00 CDT,2025-03-26 16:22:26 CDT,True
2025-03-27,AA6252,SAT,2025-03-26 15:50:00 CDT,2025-03-26 16:08:26 CDT,True
2025-03-27,AA5011,COU,2025-03-26 15:50:00 CDT,2025-03-26 16:24:50 CDT,True
2025-03-27,AA3546,MSY,2025-03-26 15:50:00 CDT,2025-03-26 16:18:33 CDT,True
2025-03-27,AA449,CLT,2025-03-26 15:50:00 CDT,2025-03-26 17:06:51 CDT,True
2025-03-27,AS303,PDX,2025-03-26 15:48:00 CDT,2025-03-26 16:23:40 CDT,True
2025-03-27,AA5462,MOB,2025-03-26 15:48:00 CDT,2025-03-26 17:48:32 CDT,True
2025-03-27,AA3105,MSP,2025-03-26 15:48:00 CDT,2025-03-26 16:34:21 CDT,True
2025-03-27,AA3106,ELP,2025-03-26 15:47:00 CDT,2025-03-26 15:57:49 CDT,False
2025-03-27,AA610,LGA,2025-03-26 15:46:00 CDT,2025-03-26 16:10:24 CDT,True
2025-03-27,AA3914,LEX,2025-03-26 15:45:00 CDT,2025-03-26 16:16:33 CDT,True
2025-03-27,AA1977,CMH,2025-03-26 15:43:00 CDT,2025-03-26 17:30:08 CDT,True
2025-03-27,AA3964,SAV,2025-03-26 15:42:00 CDT,2025-03-26 16:26:50 CDT,True
2025-03-27,UA2682,IAH,2025-03-26 15:40:00 CDT,2025-03-26 15:57:19 CDT,True
2025-03-27,AA4181,XNA,2025-03-26 15:40:00 CDT,2025-03-26 16:20:36 CDT,True
2025-03-27,AA2512,TPA,2025-03-26 15:39:00 CDT,2025-03-26 15:58:36 CDT,True
2025-03-27,AA2412,ORD,2025-03-26 15:38:00 CDT,2025-03-26 15:53:45 CDT,True
2025-03-27,AA1048,BOS,2025-03-26 15:37:00 CDT,2025-03-26 16:00:59 CDT,True
2025-03-27,AA685,PDX,2025-03-26 15:36:00 CDT,2025-03-26 15:38:40 CDT,False
2025-03-27,DL921,ATL,2025-03-26 15:35:00 CDT,2025-03-26 16:30:49 CDT,True
2025-03-27,AA1270,JAX,2025-03-26 15:35:00 CDT,2025-03-26 15:56:15 CDT,True
2025-03-27,AA70,FRA,2025-03-26 15:35:00 CDT,2025-03-26 15:41:19 CDT,False
2025-03-27,AA2736,RSW,2025-03-26 15:32:00 CDT,2025-03-26 16:25:49 CDT,True
2025-03-27,NXC255,SGR,2025-03-26 15:30:00 CDT,2025-03-26 15:38:16 CDT,False
2025-03-27,AA2997,SFO,2025-03-26 15:30:00 CDT,2025-03-26 17:05:05 CDT,True
2025-03-27,AA1155,PHX,2025-03-26 15:30:00 CDT,2025-03-26 15:43:45 CDT,False
2025-03-27,AA846,AUS,2025-03-26 15:26:00 CDT,2025-03-26 16:09:55 CDT,True
2025-03-27,AA1233,ANC,2025-03-26 15:25:00 CDT,2025-03-26 15:45:29 CDT,True
2025-03-27,5X2954,OAK,2025-03-26 15:22:00 CDT,2025-03-26 16:14:45 CDT,True
2025-03-27,AA410,PHL,2025-03-26 15:22:00 CDT,2025-03-26 15:48:28 CDT,True
2025-03-27,AA3868,HSV,2025-03-26 15:20:00 CDT,2025-03-26 15:48:27 CDT,True
2025-03-27,AA2376,LAS,2025-03-26 15:19:00 CDT,2025-03-26 20:06:22 CDT,True
2025-03-27,5X2308,ATL,2025-03-26 15:15:00 CDT,2025-03-26 15:27:13 CDT,False
2025-03-27,AA2444,PNS,2025-03-26 15:15:00 CDT,2025-03-26 16:24:56 CDT,True
2025-03-27,5X2020,PHL,2025-03-26 15:10:00 CDT,2025-03-26 15:29:04 CDT,True
2025-03-27,AA9,ABQ,2025-03-26 15:09:00 CDT,2025-03-26 16:05:44 CDT,True
2025-03-27,AA6496,SAF,2025-03-26 15:07:00 CDT,2025-03-26 16:11:32 CDT,True
2025-03-27,AA1629,DCA,2025-03-26 15:06:00 CDT,2025-03-26 16:03:00 CDT,True
2025-03-27,AA3696,FSD,2025-03-26 15:05:00 CDT,2025-03-26 15:29:42 CDT,True
2025-03-27,AA410,PHL,2025-03-27 15:22:00 CDT,2025-03-27 16:36:57 CDT,True
2025-03-27,AA3868,HSV,2025-03-27 15:20:00 CDT,2025-03-27 15:50:52 CDT,True
2025-03-27,AA2376,LAS,2025-03-27 15:19:00 CDT,2025-03-27 16:20:04 CDT,True
2025-03-27,5X2308,ATL,2025-03-27 15:15:00 CDT,2025-03-27 15:36:30 CDT,True
2025-03-27,AA2444,PNS,2025-03-27 15:15:00 CDT,2025-03-27 15:41:27 CDT,True
2025-03-27,5X2020,PHL,2025-03-27 15:10:00 CDT,2025-03-27 15:29:05 CDT,True
2025-03-27,AA9,ABQ,2025-03-27 15:09:00 CDT,2025-03-27 15:30:28 CDT,True
2025-03-27,AA6496,SAF,2025-03-27 15:07:00 CDT,2025-03-27 16:27:18 CDT,True
2025-03-27,AA1629,DCA,2025-03-27 15:06:00 CDT,2025-03-27 15:54:12 CDT,True
2025-03-27,AA3696,FSD,2025-03-27 15:05:00 CDT,2025-03-27 15:33:15 CDT,True
2025-03-27,NK198,MSY,2025-03-27 15:01:00 CDT,2025-03-27 17:42:49 CDT,True
2025-03-27,AA1888,RDU,2025-03-27 15:01:00 CDT,2025-03-27 15:47:44 CDT,True
2025-03-27,AA1826,MSN,2025-03-27 15:01:00 CDT,2025-03-27 16:03:28 CDT,True
2025-03-27,AA1672,LAX,2025-03-27 15:00:00 CDT,2025-03-27 15:20:56 CDT,True
2025-03-27,5X2292,MCO,2025-03-27 15:00:00 CDT,2025-03-27 15:26:56 CDT,True
2025-03-27,AA4911,BTR,2025-03-27 15:00:00 CDT,2025-03-27 15:38:52 CDT,True
2025-03-27,AA1510,CHS,2025-03-27 15:00:00 CDT,2025-03-27 15:43:44 CDT,True
2025-03-27,F91405,ONT,2025-03-27 14:59:00 CDT,2025-03-27 15:32:01 CDT,True
2025-03-27,AA2487,STL,2025-03-27 14:57:00 CDT,2025-03-27 15:22:27 CDT,True
2025-03-27,NK598,BWI,2025-03-27 14:56:00 CDT,2025-03-27 15:22:12 CDT,True
2025-03-27,DL2192,MSP,2025-03-27 14:55:00 CDT,2025-03-27 15:16:04 CDT,True
2025-03-27,AA3004,MCO,2025-03-27 14:55:00 CDT,2025-03-27 15:46:08 CDT,True
2025-03-27,F93244,ORD,2025-03-27 14:52:00 CDT,2025-03-27 15:11:06 CDT,True
2025-03-27,AA2477,MCI,2025-03-27 14:51:00 CDT,2025-03-27 15:08:28 CDT,True
2025-03-27,AA6299,DRO,2025-03-27 14:50:00 CDT,2025-03-27 16:44:21 CDT,True
2025-03-27,AA6272,MGM,2025-03-27 14:50:00 CDT,2025-03-27 15:34:17 CDT,True
2025-03-27,AA2092,LGA,2025-03-27 14:50:00 CDT,2025-03-27 15:18:03 CDT,True
2025-03-27,AA1006,COS,2025-03-27 14:50:00 CDT,2025-03-27 15:14:49 CDT,True
2025-03-27,AA175,HND,2025-03-27 14:50:00 CDT,2025-03-27 15:28:15 CDT,True
2025-03-27,F93224,MSP,2025-03-27 14:49:00 CDT,2025-03-27 15:25:14 CDT,True
2025-03-27,AA3636,LBB,2025-03-27 14:48:00 CDT,2025-03-27 15:26:49 CDT,True
2025-03-27,AA2244,BNA,2025-03-27 14:48:00 CDT,2025-03-27 15:12:19 CDT,True
2025-03-27,AA2861,EWR,2025-03-27 14:47:00 CDT,2025-03-27 17:26:28 CDT,True
2025-03-27,AA5083,SHV,2025-03-27 14:47:00 CDT,2025-03-27 15:24:08 CDT,True
2025-03-27,AA2640,PBI,2025-03-27 14:47:00 CDT,2025-03-27 15:03:26 CDT,True
2025-03-27,AA3438,CRP,2025-03-27 14:46:00 CDT,2025-03-27 14:52:13 CDT,False
2025-03-27,AA564,DTW,2025-03-27 14:46:00 CDT,2025-03-27 15:05:11 CDT,True
2025-03-27,5X5086,EWR,2025-03-27 14:45:00 CDT,2025-03-27 14:57:06 CDT,False
2025-03-27,UA1458,ORD,2025-03-27 14:45:00 CDT,2025-03-27 15:32:23 CDT,True
2025-03-27,AA5105,BHM,2025-03-27 14:45:00 CDT,2025-03-27 15:20:23 CDT,True
2025-03-27,AA3639,MAF,2025-03-27 14:45:00 CDT,2025-03-27 15:00:28 CDT,True
2025-03-27,AA1868,PIT,2025-03-27 14:44:00 CDT,2025-03-27 15:01:52 CDT,True
2025-03-27,AA1710,DSM,2025-03-27 14:44:00 CDT,2025-03-27 14:53:07 CDT,False
2025-03-27,AA3613,AMA,2025-03-27 14:43:00 CDT,2025-03-27 14:58:50 CDT,True
2025-03-27,AA2361,SAN,2025-03-27 14:43:00 CDT,2025-03-27 15:09:41 CDT,True
2025-03-27,AA3351,SRQ,2025-03-27 14:42:00 CDT,2025-03-27 15:15:14 CDT,True
2025-03-27,AA1832,DEN,2025-03-27 14:42:00 CDT,2025-03-27 15:06:05 CDT,True
2025-03-27,AA4003,CUU,2025-03-27 14:41:00 CDT,2025-03-27 14:42:19 CDT,False
2025-03-27,5X2980,PDX,2025-03-27 14:40:00 CDT,2025-03-27 14:46:06 CDT,False
2025-03-27,DL856,LGA,2025-03-27 14:40:00 CDT,2025-03-27 14:56:28 CDT,True
2025-03-27,DL2130,SLC,2025-03-27 14:40:00 CDT,2025-03-27 14:55:37 CDT,True
2025-03-27,AA4161,SAT,2025-03-27 14:40:00 CDT,2025-03-27 15:13:28 CDT,True
2025-03-27,AA584,TUS,2025-03-27 14:40:00 CDT,2025-03-27 14:54:26 CDT,False
2025-03-27,9X417,HOT,2025-03-27 14:40:00 CDT,2025-03-27 14:43:55 CDT,False
2025-03-27,AA2886,AUS,2025-03-27 14:39:00 CDT,2025-03-27 14:59:50 CDT,True
2025-03-27,AA2659,SNA,2025-03-27 14:39:00 CDT,2025-03-27 14:48:32 CDT,False
2025-03-27,AA1167,MIA,2025-03-27 14:39:00 CDT,2025-03-27 15:00:32 CDT,True
2025-03-27,AA6289,TUL,2025-03-27 14:38:00 CDT,2025-03-27 15:03:41 CDT,True
2025-03-27,AA3505,XNA,2025-03-27 14:38:00 CDT,2025-03-27 14:50:14 CDT,False
2025-03-27,AA4037,LRD,2025-03-27 14:37:00 CDT,2025-03-27 14:46:39 CDT,False
2025-03-27,AA3786,SGF,2025-03-27 14:37:00 CDT,2025-03-27 14:43:57 CDT,False
2025-03-27,AA2396,SDF,2025-03-27 14:37:00 CDT,2025-03-27 14:53:49 CDT,True
2025-03-27,AA2553,MEM,2025-03-27 14:35:00 CDT,2025-03-27 15:07:18 CDT,True
2025-03-27,AA1938,LAS,2025-03-27 14:34:00 CDT,2025-03-27 14:47:35 CDT,False
2025-03-27,AA1384,FLL,2025-03-27 14:33:00 CDT,2025-03-27 14:52:17 CDT,True
2025-03-27,AA6432,ASE,2025-03-27 14:32:00 CDT,2025-03-27 15:04:49 CDT,True
2025-03-27,5X5938,ONT,2025-03-27 14:30:00 CDT,2025-03-27 14:34:32 CDT,False
2025-03-27,AA5425,LIT,2025-03-27 14:30:00 CDT,2025-03-27 14:43:08 CDT,False
2025-03-27,AA3856,TLH,2025-03-27 14:30:00 CDT,2025-03-27 14:47:06 CDT,True
2025-03-27,AA2349,RIC,2025-03-27 14:30:00 CDT,2025-03-27 14:59:06 CDT,True
2025-03-27,AA2288,ORF,2025-03-27 14:29:00 CDT,2025-03-27 14:50:47 CDT,True
2025-03-27,AA3520,CHA,2025-03-27 14:28:00 CDT,2025-03-27 14:45:54 CDT,True
2025-03-27,AA1248,ATL,2025-03-27 14:28:00 CDT,2025-03-27 15:49:24 CDT,True
2025-03-27,AA869,MKE,2025-03-27 14:28:00 CDT,2025-03-27 15:02:56 CDT,True
2025-03-27,AA5395,ICT,2025-03-27 14:25:00 CDT,2025-03-27 14:41:25 CDT,True
2025-03-27,AA3986,HRL,2025-03-27 14:25:00 CDT,2025-03-27 16:22:45 CDT,True
2025-03-27,AA3773,MHK,2025-03-27 14:25:00 CDT,2025-03-27 15:23:46 CDT,True
2025-03-27,AA3650,LFT,2025-03-27 14:25:00 CDT,2025-03-27 14:57:31 CDT,True
2025-03-27,AA3274,PHL,2025-03-27 14:25:00 CDT,2025-03-27 14:41:09 CDT,True
2025-03-27,AA2550,TYS,2025-03-27 14:25:00 CDT,2025-03-27 14:34:50 CDT,False
2025-03-27,AA1507,CUN,2025-03-27 14:25:00 CDT,2025-03-27 14:44:57 CDT,True
2025-03-27,AA1213,BWI,2025-03-27 14:25:00 CDT,2025-03-27 14:36:09 CDT,False
2025-03-27,AA1015,PHX,2025-03-27 14:25:00 CDT,2025-03-27 14:37:24 CDT,False
2025-03-27,NK192,LAX,2025-03-27 14:21:00 CDT,2025-03-27 14:25:17 CDT,False
2025-03-27,UA6160,IAH,2025-03-27 14:17:00 CDT,2025-03-27 14:30:09 CDT,False
2025-03-27,F92631,DEN,2025-03-27 14:17:00 CDT,2025-03-27 14:31:36 CDT,False
2025-03-27,AA1997,LAX,2025-03-27 14:00:00 CDT,2025-03-27 14:33:03 CDT,True
2025-03-27,AA3629,HOU,2025-03-27 13:57:00 CDT,2025-03-27 14:02:47 CDT,False
2025-03-27,AV441,SAL,2025-03-27 13:55:00 CDT,2025-03-27 13:55:53 CDT,False
2025-03-27,AA3603,FWA,2025-03-27 13:51:00 CDT,2025-03-27 14:48:18 CDT,True
2025-03-27,AA1698,CLT,2025-03-27 13:50:00 CDT,2025-03-27 14:17:33 CDT,True
2025-03-27,UA1380,DEN,2025-03-27 13:45:00 CDT,2025-03-27 14:00:06 CDT,True
2025-03-27,DL414,ATL,2025-03-27 13:45:00 CDT,2025-03-27 23:01:57 CDT,True
2025-03-27,AA3632,FAR,2025-03-27 13:42:00 CDT,2025-03-27 13:49:39 CDT,False
2025-03-27,AS415,SEA,2025-03-27 13:40:00 CDT,2025-03-27 14:23:41 CDT,True
2025-03-27,AA1535,SLC,2025-03-27 13:40:00 CDT,2025-03-27 13:46:29 CDT,False
2025-03-27,UA2160,EWR,2025-03-27 13:39:00 CDT,2025-03-27 13:57:50 CDT,True
2025-03-27,AA6264,JAN,2025-03-27 13:39:00 CDT,2025-03-27 13:54:03 CDT,True
2025-03-27,AA9964,QRO,2025-03-27 13:35:00 CDT,2025-03-27 15:19:46 CDT,True
2025-03-27,AA3114,BJX,2025-03-27 13:35:00 CDT,2025-03-27 14:39:12 CDT,True
2025-03-27,AA1013,GUA,2025-03-27 10:20:00 CDT,2025-03-27 10:40:43 CDT,True
2025-03-27,AA5596,TLH,2025-03-27 10:19:00 CDT,2025-03-27 10:32:42 CDT,False
2025-03-27,AA3834,MSO,2025-03-27 10:19:00 CDT,2025-03-27 10:27:24 CDT,False
2025-03-27,AA3153,DGO,2025-03-27 10:19:00 CDT,2025-03-27 10:35:12 CDT,True
2025-03-27,AA2826,MEM,2025-03-27 10:19:00 CDT,2025-03-27 10:36:25 CDT,True
2025-03-27,AA1959,CZM,2025-03-27 10:19:00 CDT,2025-03-27 10:39:04 CDT,True
2025-03-27,AA5399,ICT,2025-03-27 10:16:00 CDT,2025-03-27 10:33:08 CDT,True
2025-03-27,AA4050,XNA,2025-03-27 10:16:00 CDT,2025-03-27 10:35:31 CDT,True
2025-03-27,AA6262,IDA,2025-03-27 10:15:00 CDT,2025-03-27 10:48:44 CDT,True
2025-03-27,AA4949,SGU,2025-03-27 10:15:00 CDT,2025-03-27 10:43:06 CDT,True
2025-03-27,AA3104,ATL,2025-03-27 10:15:00 CDT,2025-03-27 10:22:48 CDT,False
2025-03-27,AA2927,TUS,2025-03-27 10:15:00 CDT,2025-03-27 10:58:54 CDT,True
2025-03-27,AA1472,IAH,2025-03-27 10:15:00 CDT,2025-03-27 10:54:43 CDT,True
2025-03-27,AA1376,BOI,2025-03-27 10:15:00 CDT,2025-03-27 11:12:38 CDT,True
2025-03-27,AA469,MIA,2025-03-27 10:15:00 CDT,2025-03-27 11:04:15 CDT,True
2025-03-27,AA4011,CUU,2025-03-27 10:14:00 CDT,2025-03-27 10:39:31 CDT,True
2025-03-27,AA2911,AUS,2025-03-27 10:14:00 CDT,2025-03-27 10:40:39 CDT,True
2025-03-27,AA2468,OAX,2025-03-27 10:14:00 CDT,2025-03-27 10:26:37 CDT,False
2025-03-27,AA6431,LBB,2025-03-27 10:13:00 CDT,2025-03-27 10:28:05 CDT,True
2025-03-27,AA4966,LCH,2025-03-27 10:13:00 CDT,2025-03-27 10:30:41 CDT,True
2025-03-27,AA2461,SNA,2025-03-27 10:12:00 CDT,2025-03-27 11:37:54 CDT,True
2025-03-27,AA1966,GUC,2025-03-27 10:11:00 CDT,2025-03-27 10:53:57 CDT,True
2025-03-27,AA1461,CLT,2025-03-27 10:11:00 CDT,2025-03-27 10:57:22 CDT,True
2025-03-27,DL878,LGA,2025-03-27 10:10:00 CDT,2025-03-27 10:18:50 CDT,False
2025-03-27,AA2269,OMA,2025-03-27 10:10:00 CDT,2025-03-27 10:32:35 CDT,True
2025-03-27,AA1963,YUL,2025-03-27 10:10:00 CDT,2025-03-27 10:29:58 CDT,True
2025-03-27,AA1053,SJO,2025-03-27 10:10:00 CDT,2025-03-27 10:27:19 CDT,True
2025-03-27,AA6230,GJT,2025-03-27 10:09:00 CDT,2025-03-27 10:29:23 CDT,True
2025-03-27,AA1774,EUG,2025-03-27 10:09:00 CDT,2025-03-27 10:34:26 CDT,True
2025-03-27,AA3565,SDF,2025-03-27 10:08:00 CDT,2025-03-27 10:34:30 CDT,True
2025-03-27,AA2202,MLM,2025-03-27 10:08:00 CDT,2025-03-27 10:31:53 CDT,True
2025-03-27,AA1208,BUR,2025-03-27 10:08:00 CDT,2025-03-27 10:31:02 CDT,True
2025-03-27,AA3904,DAY,2025-03-27 10:07:00 CDT,2025-03-27 10:24:41 CDT,True
2025-03-27,AA3495,SGF,2025-03-27 10:06:00 CDT,2025-03-27 11:06:46 CDT,True
2025-03-27,AA2647,SJD,2025-03-27 10:05:00 CDT,2025-03-27 10:23:44 CDT,True
2025-03-27,AA1923,JAC,2025-03-27 10:05:00 CDT,2025-03-27 10:19:31 CDT,False
2025-03-27,AA1415,YVR,2025-03-27 10:05:00 CDT,2025-03-27 10:36:04 CDT,True
2025-03-27,AA503,PUJ,2025-03-27 10:04:00 CDT,2025-03-27 10:24:14 CDT,True
2025-03-27,AA1770,FAT,2025-03-27 10:03:00 CDT,2025-03-27 10:37:44 CDT,True
2025-03-27,AA3831,MHK,2025-03-27 10:02:00 CDT,2025-03-27 10:20:58 CDT,True
2025-03-27,AA3189,MZT,2025-03-27 10:02:00 CDT,2025-03-27 10:47:53 CDT,True
2025-03-27,AA3861,HRL,2025-03-27 10:01:00 CDT,2025-03-27 10:20:10 CDT,True
2025-03-27,AA2392,SBP,2025-03-27 10:01:00 CDT,2025-03-27 10:16:28 CDT,True
2025-03-27,AA9780,TUL,2025-03-27 10:00:00 CDT,2025-03-27 10:14:28 CDT,False
2025-03-27,AA4014,VER,2025-03-27 10:00:00 CDT,2025-03-27 10:24:30 CDT,True
2025-03-27,AA1035,SAL,2025-03-27 10:00:00 CDT,2025-03-27 10:09:39 CDT,False
2025-03-27,AA5456,MOB,2025-03-27 09:59:00 CDT,2025-03-27 10:11:48 CDT,False
2025-03-27,AA4090,TAM,2025-03-27 09:59:00 CDT,2025-03-27 10:30:00 CDT,True
2025-03-27,AA3819,MTY,2025-03-27 09:59:00 CDT,2025-03-27 10:08:33 CDT,False
2025-03-27,AA3625,FAR,2025-03-27 09:59:00 CDT,2025-03-27 10:06:42 CDT,False
2025-03-27,AA3512,ZCL,2025-03-27 09:59:00 CDT,2025-03-27 10:11:34 CDT,False
2025-03-27,AA3463,HUX,2025-03-27 09:59:00 CDT,2025-03-27 10:21:50 CDT,True
2025-03-27,AA3436,COU,2025-03-27 09:59:00 CDT,2025-03-27 10:05:56 CDT,False
2025-03-27,AA3179,SBA,2025-03-27 09:59:00 CDT,2025-03-27 10:22:48 CDT,True
2025-03-27,AA2768,MTJ,2025-03-27 09:59:00 CDT,2025-03-27 10:52:45 CDT,True
2025-03-27,AA2548,PSP,2025-03-27 09:59:00 CDT,2025-03-27 10:13:51 CDT,False
2025-03-27,AA2212,MRY,2025-03-27 09:59:00 CDT,2025-03-27 10:12:35 CDT,False
2025-03-27,AA2061,LIR,2025-03-27 09:59:00 CDT,2025-03-27 10:08:01 CDT,False
2025-03-27,AA1851,GRR,2025-03-27 09:59:00 CDT,2025-03-27 10:13:18 CDT,False
2025-03-27,AA1624,DCA,2025-03-27 09:59:00 CDT,2025-03-27 10:17:14 CDT,True
2025-03-27,AA817,BZN,2025-03-27 09:59:00 CDT,2025-03-27 10:10:54 CDT,False
2025-03-27,UA2675,IAH,2025-03-27 09:56:00 CDT,2025-03-27 10:14:21 CDT,True
2025-03-27,AA1685,PHX,2025-03-27 09:53:00 CDT,2025-03-27 10:46:58 CDT,True
2025-03-27,DL839,ATL,2025-03-27 09:50:00 CDT,2025-03-27 09:53:42 CDT,False
2025-03-27,AA1525,LGA,2025-03-27 09:45:00 CDT,2025-03-27 09:50:18 CDT,False
2025-03-27,F93277,SLC,2025-03-27 09:43:00 CDT,2025-03-27 09:52:38 CDT,False
2025-03-27,AA2046,SJC,2025-03-27 09:40:00 CDT,2025-03-27 09:53:57 CDT,False
2025-03-27,AA2231,SFO,2025-03-27 09:39:00 CDT,2025-03-27 09:59:47 CDT,True
2025-03-27,9X423,ELD,2025-03-27 09:35:00 CDT,2025-03-27 09:45:05 CDT,False
2025-03-27,AA1001,CUN,2025-03-27 09:32:00 CDT,2025-03-27 09:43:14 CDT,False
2025-03-27,XSR730,MKC,2025-03-27 09:30:00 CDT,2025-03-27 10:31:36 CDT,True
2025-03-27,9X419,HOT,2025-03-27 09:30:00 CDT,2025-03-27 09:39:02 CDT,False
2025-03-27,AS543,SEA,2025-03-27 09:30:00 CDT,2025-03-27 09:47:55 CDT,True
2025-03-27,9X405,HRO,2025-03-27 09:25:00 CDT,2025-03-27 09:32:23 CDT,False
2025-03-27,5X2785,SDF,2025-03-27 09:19:00 CDT,2025-03-27 09:17:32 CDT,False
2025-03-27,NK818,EWR,2025-03-27 09:17:00 CDT,2025-03-27 09:25:21 CDT,False
2025-03-27,AA4031,HSV,2025-03-27 09:17:00 CDT,2025-03-27 09:27:36 CDT,False
2025-03-27,AA3890,PNS,2025-03-27 09:15:00 CDT,2025-03-27 09:26:06 CDT,False
2025-03-27,5X5777,SDF,2025-03-27 09:13:00 CDT,2025-03-27 09:56:27 CDT,True
2025-03-27,AA2353,RNO,2025-03-27 09:12:00 CDT,2025-03-27 09:22:13 CDT,False
2025-03-27,AA1160,PHX,2025-03-27 09:11:00 CDT,2025-03-27 09:35:39 CDT,True
2025-03-27,AA2366,SAN,2025-03-27 09:10:00 CDT,2025-03-27 09:23:34 CDT,False
2025-03-27,AA2255,TPA,2025-03-27 09:10:00 CDT,2025-03-27 09:16:51 CDT,False
2025-03-27,AA3870,LFT,2025-03-27 09:01:00 CDT,2025-03-27 09:15:39 CDT,False
2025-03-27,5X5195,PHL,2025-03-27 09:00:00 CDT,2025-03-27 09:03:37 CDT,False
2025-03-27,AA2143,MCO,2025-03-27 09:00:00 CDT,2025-03-27 09:11:35 CDT,False
2025-03-27,AA3993,YYZ,2025-03-27 08:59:00 CDT,2025-03-27 09:10:33 CDT,False
2025-03-27,AA2978,LAX,2025-03-27 08:59:00 CDT,2025-03-27 09:16:57 CDT,True
2025-03-27,AA2970,JFK,2025-03-27 08:59:00 CDT,2025-03-27 09:19:31 CDT,True
2025-03-27,AA2517,YYC,2025-03-27 08:59:00 CDT,2025-03-27 09:34:44 CDT,True
2025-03-27,AA1554,CLE,2025-03-27 08:59:00 CDT,2025-03-27 12:08:40 CDT,True
2025-03-27,AA217,OGG,2025-03-27 08:59:00 CDT,2025-03-27 11:51:02 CDT,True
