date,flight_number,destination,scheduled_departure,actual_departure,delayed
2025-03-27,AA2359,DEN,2025-03-27 10:25:00 CDT,2025-03-27 10:44:37 CDT,True
2025-03-27,AA3714,TUL,2025-03-27 10:24:00 CDT,2025-03-27 11:03:25 CDT,True
2025-03-27,AA5066,MGM,2025-03-27 10:22:00 CDT,2025-03-27 10:37:46 CDT,True
2025-03-27,AA3649,RAP,2025-03-27 10:22:00 CDT,2025-03-27 10:38:31 CDT,True
2025-03-27,AA3102,BOS,2025-03-27 10:22:00 CDT,2025-03-27 10:49:25 CDT,True
2025-03-27,AA2385,ELP,2025-03-27 10:22:00 CDT,2025-03-27 10:36:59 CDT,False
2025-03-27,AA2314,BWI,2025-03-27 10:21:00 CDT,2025-03-27 10:41:40 CDT,True
2025-03-27,AA3642,LIT,2025-03-27 10:20:00 CDT,2025-03-27 10:36:59 CDT,True
2025-03-27,AA3437,CRP,2025-03-27 10:20:00 CDT,2025-03-27 10:57:40 CDT,True
2025-03-27,AA3042,RSW,2025-03-27 13:35:00 CDT,2025-03-27 13:47:04 CDT,False
2025-03-27,AA3855,STL,2025-03-27 13:33:00 CDT,2025-03-27 13:44:18 CDT,False
2025-03-27,AA2224,MSY,2025-03-27 13:32:00 CDT,2025-03-27 17:15:49 CDT,True
2025-03-27,5X5980,BFI,2025-03-27 13:30:00 CDT,2025-03-27 13:41:36 CDT,False
2025-03-27,F93211,LAX,2025-03-27 13:30:00 CDT,2025-03-27 13:42:46 CDT,False
2025-03-27,AA2405,SEA,2025-03-27 13:30:00 CDT,2025-03-27 13:33:32 CDT,False
2025-03-27,DL675,DTW,2025-03-27 13:29:00 CDT,2025-03-27 13:36:37 CDT,False
2025-03-27,AA3506,EVV,2025-03-27 13:25:00 CDT,2025-03-27 13:35:12 CDT,False
2025-03-27,AA3265,BDL,2025-03-27 13:21:00 CDT,2025-03-27 13:34:01 CDT,False
2025-03-27,AA3999,GCK,2025-03-27 13:18:00 CDT,2025-03-27 13:21:03 CDT,False
2025-03-27,AA1939,SAN,2025-03-27 13:18:00 CDT,2025-03-27 13:27:16 CDT,False
2025-03-27,AA1055,GSO,2025-03-27 13:18:00 CDT,2025-03-27 13:27:14 CDT,False
2025-03-27,F93196,IAH,2025-03-27 13:17:00 CDT,2025-03-27 13:33:03 CDT,True
2025-03-27,AA6340,OKC,2025-03-27 13:17:00 CDT,2025-03-27 13:30:09 CDT,False
2025-03-27,AA1676,LAX,2025-03-27 13:10:00 CDT,2025-03-27 13:45:40 CDT,True
2025-03-27,AA3131,DTW,2025-03-27 13:09:00 CDT,2025-03-27 13:59:03 CDT,True
2025-03-27,AA1883,JAC,2025-03-27 13:07:00 CDT,2025-03-27 13:15:01 CDT,False
2025-03-27,AA3645,PIA,2025-03-27 13:05:00 CDT,2025-03-27 13:11:05 CDT,False
2025-03-27,AA3031,CVG,2025-03-27 13:05:00 CDT,2025-03-27 13:23:21 CDT,True
2025-03-27,AA1100,BNA,2025-03-27 13:05:00 CDT,2025-03-27 13:10:57 CDT,False
2025-03-27,AA2328,PNS,2025-03-27 13:04:00 CDT,2025-03-27 13:39:38 CDT,True
2025-03-27,AA1739,ECP,2025-03-27 13:04:00 CDT,2025-03-27 13:20:53 CDT,True
2025-03-27,AA2177,SFO,2025-03-27 13:01:00 CDT,2025-03-27 13:20:07 CDT,True
2025-03-27,BR693,ANC,2025-03-27 13:00:00 CDT,2025-03-27 17:25:51 CDT,True
2025-03-27,AA3644,MLI,2025-03-27 12:59:00 CDT,2025-03-27 13:07:22 CDT,False
2025-03-27,AA6469,TXK,2025-03-27 12:56:00 CDT,2025-03-27 13:16:07 CDT,True
2025-03-27,AA687,JAX,2025-03-27 12:56:00 CDT,2025-03-27 13:07:54 CDT,False
2025-03-27,DL1555,LGA,2025-03-27 12:55:00 CDT,2025-03-27 13:14:07 CDT,True
2025-03-27,AA1288,PVR,2025-03-27 12:55:00 CDT,2025-03-27 13:05:17 CDT,False
2025-03-27,AA1814,EYW,2025-03-27 12:54:00 CDT,2025-03-27 13:49:18 CDT,True
2025-03-27,AA4153,MTJ,2025-03-27 12:53:00 CDT,2025-03-27 13:03:46 CDT,False
2025-03-27,AA777,LAS,2025-03-27 12:53:00 CDT,2025-03-27 13:22:39 CDT,True
2025-03-27,AA1070,TPA,2025-03-27 12:51:00 CDT,2025-03-27 13:04:03 CDT,False
2025-03-27,AA4122,ILM,2025-03-27 12:50:00 CDT,2025-03-27 13:09:15 CDT,True
2025-03-27,AA1178,ORD,2025-03-27 12:50:00 CDT,2025-03-27 13:05:49 CDT,True
2025-03-27,AA3620,BMI,2025-03-27 12:48:00 CDT,2025-03-27 12:55:15 CDT,False
2025-03-27,AA6284,SPS,2025-03-27 12:46:00 CDT,2025-03-27 13:02:27 CDT,True
2025-03-27,AA3383,MFE,2025-03-27 12:43:00 CDT,2025-03-27 12:56:36 CDT,False
2025-03-27,AA1806,LGA,2025-03-27 12:43:00 CDT,2025-03-27 13:00:29 CDT,True
2025-03-27,DL2798,SLC,2025-03-27 12:40:00 CDT,2025-03-27 12:57:53 CDT,True
2025-03-27,AA4953,SWO,2025-03-27 12:40:00 CDT,2025-03-27 13:31:54 CDT,True
2025-03-27,AA3924,CMI,2025-03-27 12:40:00 CDT,2025-03-27 13:01:49 CDT,True
2025-03-27,AA2501,VPS,2025-03-27 12:40:00 CDT,2025-03-27 12:57:30 CDT,True
2025-03-27,AA2635,ONT,2025-03-27 12:39:00 CDT,2025-03-27 12:53:17 CDT,False
2025-03-27,AA2731,CLE,2025-03-27 12:38:00 CDT,2025-03-27 12:49:10 CDT,False
2025-03-27,AA2399,FLL,2025-03-27 12:38:00 CDT,2025-03-27 12:50:05 CDT,False
2025-03-27,AA2214,PSP,2025-03-27 12:38:00 CDT,2025-03-27 12:49:29 CDT,False
2025-03-27,AA5259,BTR,2025-03-27 12:37:00 CDT,2025-03-27 13:02:54 CDT,True
2025-03-27,AA5003,BRO,2025-03-27 12:35:00 CDT,2025-03-27 12:51:06 CDT,True
2025-03-27,AA4956,GRI,2025-03-27 12:35:00 CDT,2025-03-27 13:01:26 CDT,True
2025-03-27,AA420,DEN,2025-03-27 12:35:00 CDT,2025-03-27 12:50:29 CDT,True
2025-03-27,AA2465,SNA,2025-03-27 12:34:00 CDT,2025-03-27 12:44:03 CDT,False
2025-03-27,AA1993,MYR,2025-03-27 12:34:00 CDT,2025-03-27 13:14:57 CDT,True
2025-03-27,AA1236,ATL,2025-03-27 12:34:00 CDT,2025-03-27 12:43:05 CDT,False
2025-03-27,AA2807,BZN,2025-03-27 12:33:00 CDT,2025-03-27 12:46:42 CDT,False
2025-03-27,AA4920,ASE,2025-03-27 12:31:00 CDT,2025-03-27 12:52:04 CDT,True
2025-03-27,AA6448,SBN,2025-03-27 12:30:00 CDT,2025-03-27 12:45:05 CDT,True
2025-03-27,AA4999,BPT,2025-03-27 12:30:00 CDT,2025-03-27 12:39:58 CDT,False
2025-03-27,AA2443,DCA,2025-03-27 12:30:00 CDT,2025-03-27 13:06:53 CDT,True
2025-03-27,AA1863,IAD,2025-03-27 12:30:00 CDT,2025-03-27 13:04:54 CDT,True
2025-03-27,AA1662,PHL,2025-03-27 12:30:00 CDT,2025-03-27 12:41:12 CDT,False
2025-03-27,AA1401,BOS,2025-03-27 12:30:00 CDT,2025-03-27 12:56:42 CDT,True
2025-03-27,AA1385,SJD,2025-03-27 12:30:00 CDT,2025-03-27 12:47:42 CDT,True
2025-03-27,AA757,MIA,2025-03-27 12:30:00 CDT,2025-03-27 12:59:14 CDT,True
2025-03-27,AA6444,GGG,2025-03-27 12:29:00 CDT,2025-03-27 12:48:11 CDT,True
2025-03-27,AA2350,MEX,2025-03-27 12:29:00 CDT,2025-03-27 13:19:20 CDT,True
2025-03-27,NK756,DTW,2025-03-27 12:27:00 CDT,2025-03-27 12:32:59 CDT,False
2025-03-27,AA3885,AVL,2025-03-27 12:27:00 CDT,2025-03-27 12:36:57 CDT,False
2025-03-27,AA2679,SRQ,2025-03-27 12:26:00 CDT,2025-03-27 12:44:08 CDT,True
2025-03-27,AA2341,QRO,2025-03-27 12:26:00 CDT,2025-03-27 12:37:03 CDT,False
2025-03-27,AA2205,SAT,2025-03-27 12:26:00 CDT,2025-03-27 12:58:57 CDT,True
2025-03-27,AA606,JFK,2025-03-27 12:26:00 CDT,2025-03-27 12:52:19 CDT,True
2025-03-27,KE32,ICN,2025-03-27 12:25:00 CDT,2025-03-27 12:41:10 CDT,True
2025-03-27,AA2451,BZE,2025-03-27 12:25:00 CDT,2025-03-27 12:32:02 CDT,False
2025-03-27,AA2200,MID,2025-03-27 12:25:00 CDT,2025-03-27 12:35:49 CDT,False
2025-03-27,AA1706,LAX,2025-03-27 12:25:00 CDT,2025-03-27 12:43:08 CDT,True
2025-03-27,AA163,TQO,2025-03-27 12:25:00 CDT,2025-03-27 13:01:12 CDT,True
2025-03-27,AA4271,ABI,2025-03-27 12:24:00 CDT,2025-03-27 12:52:36 CDT,True
2025-03-27,AA3789,XNA,2025-03-27 12:24:00 CDT,2025-03-27 12:30:39 CDT,False
2025-03-27,AA3787,TRI,2025-03-27 12:24:00 CDT,2025-03-27 13:12:26 CDT,True
2025-03-27,AA3390,IAH,2025-03-27 12:23:00 CDT,2025-03-27 12:45:55 CDT,True
2025-03-27,AA3691,AGS,2025-03-27 12:22:00 CDT,2025-03-27 12:35:27 CDT,False
2025-03-27,AA3825,LRD,2025-03-27 12:21:00 CDT,2025-03-27 13:06:31 CDT,True
2025-03-27,AA2207,CUN,2025-03-27 12:21:00 CDT,2025-03-27 12:55:53 CDT,True
2025-03-27,AA3708,TRC,2025-03-27 12:20:00 CDT,2025-03-27 12:29:34 CDT,False
2025-03-27,AA4154,MTY,2025-03-27 12:19:00 CDT,2025-03-27 14:40:48 CDT,True
2025-03-27,AA1805,GSP,2025-03-27 12:19:00 CDT,2025-03-27 12:29:32 CDT,False
2025-03-27,UA2142,IAH,2025-03-27 12:19:00 CDT,2025-03-27 12:34:29 CDT,True
2025-03-27,AA5197,GNV,2025-03-27 12:19:00 CDT,2025-03-27 14:54:58 CDT,True
2025-03-27,AA4188,AUS,2025-03-27 12:19:00 CDT,2025-03-27 12:27:43 CDT,False
2025-03-27,AA4126,CAE,2025-03-27 12:19:00 CDT,2025-03-27 12:25:15 CDT,False
2025-03-27,AA3494,SGF,2025-03-27 12:19:00 CDT,2025-03-27 12:30:43 CDT,False
2025-03-27,AA2926,TUS,2025-03-27 12:19:00 CDT,2025-03-27 12:45:55 CDT,True
2025-03-27,AA2824,EGE,2025-03-27 12:19:00 CDT,2025-03-27 12:21:33 CDT,False
2025-03-27,AA2354,RNO,2025-03-27 12:19:00 CDT,2025-03-27 12:33:48 CDT,False
2025-03-27,AA2108,PHX,2025-03-27 12:19:00 CDT,2025-03-27 12:31:39 CDT,False
2025-03-27,AA1696,CLT,2025-03-27 12:19:00 CDT,2025-03-27 13:06:01 CDT,True
2025-03-27,AA1571,TYS,2025-03-27 12:19:00 CDT,2025-03-27 12:58:22 CDT,True
2025-03-27,AA1111,YYZ,2025-03-27 12:19:00 CDT,2025-03-27 12:50:51 CDT,True
2025-03-27,AA2713,MCO,2025-03-27 12:17:00 CDT,2025-03-27 12:36:21 CDT,True
2025-03-27,AA3074,SJU,2025-03-26 23:35:00 CDT,2025-03-27 00:45:15 CDT,True
2025-03-27,FX1365,MEM,2025-03-26 23:09:00 CDT,2025-03-26 23:00:58 CDT,False
2025-03-27,AA35,AKL,2025-03-26 22:59:00 CDT,2025-03-26 23:13:07 CDT,False
2025-03-27,NK194,LAS,2025-03-26 22:57:00 CDT,2025-03-26 23:08:43 CDT,False
2025-03-27,AA2564,ABQ,2025-03-26 22:57:00 CDT,2025-03-26 23:05:18 CDT,False
2025-03-27,AA4896,ACT,2025-03-26 22:56:00 CDT,2025-03-26 23:23:10 CDT,True
2025-03-27,QR732,DOH,2025-03-26 22:55:00 CDT,2025-03-26 23:17:02 CDT,True
2025-03-27,AA1217,SAT,2025-03-26 22:55:00 CDT,2025-03-26 23:04:21 CDT,False
2025-03-27,AA662,DEN,2025-03-26 22:55:00 CDT,2025-03-26 23:15:26 CDT,True
2025-03-27,AA2734,OKC,2025-03-26 22:54:00 CDT,2025-03-26 23:03:46 CDT,False
2025-03-27,FX1609,IND,2025-03-26 22:53:00 CDT,2025-03-26 22:54:54 CDT,False
2025-03-27,AA1607,ELP,2025-03-26 22:52:00 CDT,2025-03-26 23:01:55 CDT,False
2025-03-27,AA790,COS,2025-03-26 22:52:00 CDT,2025-03-26 22:57:59 CDT,False
2025-03-27,AA6332,GGG,2025-03-26 22:51:00 CDT,2025-03-26 23:12:58 CDT,True
2025-03-27,AA2998,LAS,2025-03-26 22:51:00 CDT,2025-03-26 23:03:12 CDT,False
2025-03-27,AA6395,TYR,2025-03-26 22:50:00 CDT,2025-03-26 23:14:39 CDT,True
2025-03-27,AA6333,ROW,2025-03-26 22:50:00 CDT,2025-03-26 23:07:37 CDT,True
2025-03-27,AA3569,GRK,2025-03-26 22:48:00 CDT,2025-03-26 23:09:35 CDT,True
2025-03-27,AA650,IAH,2025-03-26 22:48:00 CDT,2025-03-27 00:19:48 CDT,True
2025-03-27,AA6200,SJT,2025-03-26 22:47:00 CDT,2025-03-26 22:58:19 CDT,False
2025-03-27,AA2568,SAN,2025-03-26 22:46:00 CDT,2025-03-26 22:55:48 CDT,False
2025-03-27,AA3687,FSM,2025-03-26 22:45:00 CDT,2025-03-26 22:49:55 CDT,False
2025-03-27,AA1205,AUS,2025-03-26 22:45:00 CDT,2025-03-26 22:57:06 CDT,False
2025-03-27,AA531,TUL,2025-03-26 22:45:00 CDT,2025-03-26 22:52:01 CDT,False
2025-03-27,AA1433,XNA,2025-03-26 22:43:00 CDT,2025-03-26 22:53:21 CDT,False
2025-03-27,AA711,ONT,2025-03-26 22:42:00 CDT,2025-03-26 22:47:27 CDT,False
2025-03-27,AA509,SMF,2025-03-26 22:42:00 CDT,2025-03-26 23:28:10 CDT,True
2025-03-27,AA357,LBB,2025-03-26 22:41:00 CDT,2025-03-26 22:53:39 CDT,False
2025-03-27,AA5130,LIT,2025-03-26 22:41:00 CDT,2025-03-26 23:24:02 CDT,True
2025-03-27,AA3579,HOU,2025-03-26 22:41:00 CDT,2025-03-26 22:45:35 CDT,False
2025-03-27,AA4914,CLL,2025-03-26 22:40:00 CDT,2025-03-26 22:58:50 CDT,True
2025-03-27,AA3614,AMA,2025-03-26 22:39:00 CDT,2025-03-26 22:49:08 CDT,False
2025-03-27,F93885,LAS,2025-03-26 22:39:00 CDT,2025-03-26 22:57:04 CDT,True
2025-03-27,AA3588,MAF,2025-03-26 22:38:00 CDT,2025-03-26 22:42:28 CDT,False
2025-03-27,AA485,MFE,2025-03-26 22:38:00 CDT,2025-03-27 00:48:16 CDT,True
2025-03-27,AA5095,ICT,2025-03-26 22:36:00 CDT,2025-03-26 22:48:39 CDT,False
2025-03-27,AA785,TUS,2025-03-26 22:36:00 CDT,2025-03-26 22:48:21 CDT,False
2025-03-27,AA446,SFO,2025-03-26 22:35:00 CDT,2025-03-26 23:51:58 CDT,True
2025-03-27,AA826,PHX,2025-03-26 22:33:00 CDT,2025-03-26 22:44:37 CDT,False
2025-03-27,AA2378,SLC,2025-03-26 22:32:00 CDT,2025-03-27 00:01:01 CDT,True
2025-03-27,GB102,CVG,2025-03-26 22:30:00 CDT,2025-03-26 22:32:02 CDT,False
2025-03-27,AA4065,CRP,2025-03-26 22:30:00 CDT,2025-03-26 22:36:09 CDT,False
2025-03-27,AA3665,SGF,2025-03-26 22:30:00 CDT,2025-03-26 22:36:59 CDT,False
2025-03-27,AA3344,HRL,2025-03-26 22:30:00 CDT,2025-03-26 22:41:15 CDT,False
2025-03-27,AA2402,SEA,2025-03-26 22:30:00 CDT,2025-03-26 22:39:50 CDT,False
2025-03-27,AA1999,LAX,2025-03-26 22:30:00 CDT,2025-03-26 22:43:33 CDT,False
2025-03-27,AA3704,LRD,2025-03-26 22:30:00 CDT,2025-03-26 22:37:57 CDT,False
2025-03-27,AA2390,LAS,2025-03-26 22:20:00 CDT,2025-03-26 22:35:29 CDT,True
2025-03-27,5X793,SDF,2025-03-26 22:16:00 CDT,2025-03-26 22:17:06 CDT,False
2025-03-27,5X753,RFD,2025-03-26 22:10:00 CDT,2025-03-26 22:10:28 CDT,False
2025-03-27,FX1601,IND,2025-03-26 22:09:00 CDT,2025-03-26 21:45:24 CDT,False
2025-03-27,AA4015,EVV,2025-03-26 22:05:00 CDT,2025-03-26 22:13:43 CDT,False
2025-03-27,EJA476,FTW,2025-03-26 22:00:00 CDT,2025-03-26 21:38:37 CDT,False
2025-03-27,AA2881,ORD,2025-03-26 22:00:00 CDT,2025-03-26 22:38:57 CDT,True
2025-03-27,AA1371,DSM,2025-03-26 22:00:00 CDT,2025-03-26 22:28:06 CDT,True
2025-03-27,AA78,LHR,2025-03-26 22:00:00 CDT,2025-03-26 22:36:37 CDT,True
2025-03-27,AA7,BNE,2025-03-26 22:00:00 CDT,2025-03-26 22:51:18 CDT,True
2025-03-27,AA3898,BNA,2025-03-26 21:59:00 CDT,2025-03-26 22:09:11 CDT,False
2025-03-27,AA3097,SAT,2025-03-26 21:55:00 CDT,2025-03-26 22:12:30 CDT,True
2025-03-27,AA3943,XNA,2025-03-26 21:53:00 CDT,2025-03-26 22:08:04 CDT,True
2025-03-27,AA5449,JAN,2025-03-26 21:52:00 CDT,2025-03-26 22:35:23 CDT,True
2025-03-27,AA2019,MEM,2025-03-26 21:50:00 CDT,2025-03-26 22:03:59 CDT,False
2025-03-27,AA4273,ICT,2025-03-26 21:49:00 CDT,2025-03-26 21:58:51 CDT,False
2025-03-27,AA3594,MHK,2025-03-26 21:49:00 CDT,2025-03-26 22:00:37 CDT,False
2025-03-27,AA1865,IAH,2025-03-26 21:48:00 CDT,2025-03-26 21:57:36 CDT,False
2025-03-27,AA2227,AUS,2025-03-26 21:45:00 CDT,2025-03-26 22:00:01 CDT,True
2025-03-27,EJA842,DAL,2025-03-26 21:40:00 CDT,2025-03-26 21:52:46 CDT,False
2025-03-27,5X773,SDF,2025-03-26 21:40:00 CDT,2025-03-26 21:45:19 CDT,False
2025-03-27,AA4989,LFT,2025-03-26 21:38:00 CDT,2025-03-26 21:56:07 CDT,True
2025-03-27,TK192,IST,2025-03-26 21:35:00 CDT,2025-03-26 22:11:56 CDT,True
2025-03-27,AA6306,AEX,2025-03-26 21:35:00 CDT,2025-03-26 21:44:33 CDT,False
2025-03-27,AA4961,SWO,2025-03-26 21:31:00 CDT,2025-03-26 22:03:55 CDT,True
2025-03-27,5X761,ONT,2025-03-26 21:30:00 CDT,2025-03-26 21:40:29 CDT,False
2025-03-27,AA4968,GPT,2025-03-26 21:29:00 CDT,2025-03-26 21:47:51 CDT,True
2025-03-27,AA6316,LCH,2025-03-26 21:28:00 CDT,2025-03-26 23:25:17 CDT,True
2025-03-27,AA6313,BPT,2025-03-26 21:27:00 CDT,2025-03-26 21:42:40 CDT,True
2025-03-27,AA3224,TUL,2025-03-26 21:26:00 CDT,2025-03-26 21:43:37 CDT,True
2025-03-27,AA2628,OMA,2025-03-26 21:26:00 CDT,2025-03-26 21:57:52 CDT,True
2025-03-27,QF8,SYD,2025-03-26 21:25:00 CDT,2025-03-26 21:50:15 CDT,True
2025-03-27,AA3420,MTY,2025-03-26 21:25:00 CDT,2025-03-26 21:44:08 CDT,True
2025-03-27,FX1201,MEM,2025-03-26 21:22:00 CDT,2025-03-26 21:06:41 CDT,False
2025-03-27,AA4924,MAF,2025-03-26 21:22:00 CDT,2025-03-26 21:53:01 CDT,True
2025-03-27,AA1455,MSY,2025-03-26 21:22:00 CDT,2025-03-26 22:17:11 CDT,True
2025-03-27,AA788,CID,2025-03-26 21:21:00 CDT,2025-03-26 21:40:05 CDT,True
2025-03-27,AA3283,ELP,2025-03-26 21:20:00 CDT,2025-03-26 21:47:56 CDT,True
2025-03-27,AA2972,MCI,2025-03-26 21:20:00 CDT,2025-03-26 21:52:03 CDT,True
2025-03-27,AA2303,LAX,2025-03-26 21:20:00 CDT,2025-03-26 22:27:55 CDT,True
2025-03-27,AA2721,BHM,2025-03-26 21:20:00 CDT,2025-03-26 21:36:49 CDT,True
2025-03-27,AA5437,HSV,2025-03-26 21:19:00 CDT,2025-03-26 21:40:55 CDT,True
2025-03-27,AA1084,MFE,2025-03-26 21:19:00 CDT,2025-03-26 22:04:55 CDT,True
2025-03-27,AA3549,BTR,2025-03-26 21:17:00 CDT,2025-03-26 21:32:36 CDT,True
2025-03-27,AA3357,GCK,2025-03-26 21:17:00 CDT,2025-03-26 21:31:16 CDT,False
2025-03-27,AA4284,LBB,2025-03-26 21:17:00 CDT,2025-03-26 21:33:57 CDT,True
2025-03-27,AA5023,MGM,2025-03-26 21:16:00 CDT,2025-03-26 21:27:44 CDT,False
2025-03-27,AA3412,BRO,2025-03-26 21:15:00 CDT,2025-03-26 21:25:01 CDT,False
2025-03-27,FX1387,MEM,2025-03-26 21:14:00 CDT,2025-03-26 23:27:36 CDT,True
2025-03-27,AA1536,SMF,2025-03-26 21:14:00 CDT,2025-03-26 21:35:44 CDT,True
2025-03-27,AA771,ABQ,2025-03-26 21:13:00 CDT,2025-03-26 22:01:57 CDT,True
2025-03-27,AA4173,CRP,2025-03-26 21:11:00 CDT,2025-03-26 21:20:59 CDT,False
2025-03-27,AA2958,FAT,2025-03-26 21:10:00 CDT,2025-03-27 01:00:25 CDT,True
2025-03-27,NK596,PHX,2025-03-26 21:10:00 CDT,2025-03-26 21:26:12 CDT,True
2025-03-27,AA2806,MSP,2025-03-26 21:10:00 CDT,2025-03-26 21:29:59 CDT,True
2025-03-27,AA1500,BNA,2025-03-26 21:10:00 CDT,2025-03-26 21:41:51 CDT,True
2025-03-27,AA861,SLP,2025-03-26 21:10:00 CDT,2025-03-26 21:28:38 CDT,True
2025-03-27,AA348,SNA,2025-03-26 21:10:00 CDT,2025-03-26 21:42:28 CDT,True
2025-03-27,AA542,RDU,2025-03-26 21:10:00 CDT,2025-03-26 21:34:55 CDT,True
2025-03-27,5X765,SDF,2025-03-26 21:08:00 CDT,2025-03-26 21:18:01 CDT,False
2025-03-27,AA4079,LIT,2025-03-26 21:08:00 CDT,2025-03-26 21:31:53 CDT,True
2025-03-27,AA2319,TUS,2025-03-26 21:08:00 CDT,2025-03-26 21:30:37 CDT,True
2025-03-27,AA1821,ONT,2025-03-26 21:05:00 CDT,2025-03-26 21:54:00 CDT,True
2025-03-27,AA6296,LAW,2025-03-26 21:05:00 CDT,2025-03-26 21:55:54 CDT,True
2025-03-27,AA6278,TXK,2025-03-26 21:05:00 CDT,2025-03-26 21:18:44 CDT,False
2025-03-27,AA5057,MOB,2025-03-26 21:05:00 CDT,2025-03-26 21:24:22 CDT,True
2025-03-27,AA4282,COU,2025-03-26 21:05:00 CDT,2025-03-26 21:46:55 CDT,True
2025-03-27,AA2993,SLC,2025-03-26 21:05:00 CDT,2025-03-26 21:29:25 CDT,True
2025-03-27,AA641,CMH,2025-03-26 21:05:00 CDT,2025-03-26 21:16:47 CDT,False
2025-03-27,Y4801,MEX,2025-03-26 21:04:00 CDT,2025-03-26 21:07:53 CDT,False
2025-03-27,AA6319,GRI,2025-03-26 21:00:00 CDT,2025-03-26 22:23:58 CDT,True
2025-03-27,AA4887,SHV,2025-03-26 21:00:00 CDT,2025-03-26 22:22:01 CDT,True
2025-03-27,AA2321,RSW,2025-03-26 21:00:00 CDT,2025-03-26 21:39:16 CDT,True
2025-03-27,AA2063,GDL,2025-03-26 21:00:00 CDT,2025-03-26 22:30:44 CDT,True
2025-03-27,AA1542,SDF,2025-03-26 21:00:00 CDT,2025-03-26 21:33:40 CDT,True
2025-03-27,AA1336,MCO,2025-03-26 21:00:00 CDT,2025-03-26 21:17:56 CDT,True
2025-03-27,AA1010,STL,2025-03-26 21:00:00 CDT,2025-03-26 21:14:46 CDT,False
2025-03-27,AA945,SCL,2025-03-26 21:00:00 CDT,2025-03-26 21:21:47 CDT,True
2025-03-27,AA5013,SPS,2025-03-26 21:00:00 CDT,2025-03-26 21:23:32 CDT,True
2025-03-27,AA3483,MLU,2025-03-26 21:00:00 CDT,2025-03-26 21:19:38 CDT,True
2025-03-27,AA876,MSN,2025-03-26 21:00:00 CDT,2025-03-26 21:55:11 CDT,True
2025-03-27,AA1797,LAS,2025-03-26 20:59:00 CDT,2025-03-26 21:36:59 CDT,True
2025-03-27,AA4092,SGF,2025-03-26 20:58:00 CDT,2025-03-26 21:20:27 CDT,True
2025-03-27,AA3356,DSM,2025-03-26 20:56:00 CDT,2025-03-26 21:11:06 CDT,True
2025-03-27,AA1798,SAN,2025-03-26 20:56:00 CDT,2025-03-26 21:27:07 CDT,True
2025-03-27,AA1704,CLT,2025-03-26 20:56:00 CDT,2025-03-26 21:08:27 CDT,False
2025-03-27,AA1458,OKC,2025-03-26 20:56:00 CDT,2025-03-26 21:20:45 CDT,True
2025-03-27,F94463,DEN,2025-03-26 20:56:00 CDT,2025-03-26 21:15:57 CDT,True
2025-03-27,AA5257,CHA,2025-03-26 20:55:00 CDT,2025-03-26 22:00:28 CDT,True
2025-03-27,AA3795,ABI,2025-03-26 20:55:00 CDT,2025-03-26 21:12:55 CDT,True
2025-03-27,AA2707,AUS,2025-03-26 20:55:00 CDT,2025-03-26 23:11:34 CDT,True
2025-03-27,AA2709,PSP,2025-03-26 20:55:00 CDT,2025-03-26 21:06:44 CDT,False
2025-03-27,AA2090,MIA,2025-03-26 20:55:00 CDT,2025-03-26 21:11:52 CDT,True
2025-03-27,AA1360,DCA,2025-03-26 20:55:00 CDT,2025-03-26 21:10:47 CDT,True
2025-03-27,AA1081,TYS,2025-03-26 20:55:00 CDT,2025-03-26 21:26:41 CDT,True
2025-03-27,AA997,EZE,2025-03-26 20:55:00 CDT,2025-03-27 00:02:19 CDT,True
2025-03-27,AA766,IND,2025-03-26 20:55:00 CDT,2025-03-26 21:04:33 CDT,False
2025-03-27,AA1242,PDX,2025-03-26 20:54:00 CDT,2025-03-26 21:04:39 CDT,False
2025-03-27,AA2749,ATL,2025-03-26 20:54:00 CDT,2025-03-26 21:12:45 CDT,True
2025-03-27,AA3504,XNA,2025-03-26 20:54:00 CDT,2025-03-26 21:23:29 CDT,True
2025-03-27,AA3078,DTW,2025-03-26 20:54:00 CDT,2025-03-26 21:28:45 CDT,True
2025-03-27,AA2452,SFO,2025-03-26 20:54:00 CDT,2025-03-26 22:08:09 CDT,True
2025-03-27,AA577,DEN,2025-03-26 20:53:00 CDT,2025-03-26 21:02:23 CDT,False
2025-03-27,AA2256,TPA,2025-03-26 20:51:00 CDT,2025-03-26 21:13:48 CDT,True
2025-03-27,AA4004,TRC,2025-03-26 20:50:00 CDT,2025-03-26 21:15:01 CDT,True
2025-03-27,AA3873,CAE,2025-03-26 20:50:00 CDT,2025-03-26 21:09:39 CDT,True
2025-03-27,AA2003,SEA,2025-03-26 20:50:00 CDT,2025-03-26 21:03:19 CDT,False
2025-03-27,AA1406,SAT,2025-03-26 20:50:00 CDT,2025-03-26 22:34:16 CDT,True
2025-03-27,AA2209,IAH,2025-03-26 20:50:00 CDT,2025-03-26 21:59:09 CDT,True
2025-03-27,AA2079,PHX,2025-03-26 20:50:00 CDT,2025-03-26 21:10:13 CDT,True
2025-03-27,5X755,RFD,2025-03-26 20:48:00 CDT,2025-03-26 20:50:53 CDT,False
2025-03-27,AA963,GRU,2025-03-26 20:40:00 CDT,2025-03-26 20:50:18 CDT,False
2025-03-27,AA821,TUL,2025-03-26 20:38:00 CDT,2025-03-26 20:52:03 CDT,False
